ds,y
10/10/2024,10104
10/10/2024,1012.02
10/10/2024,975.85
10/10/2024,2024.37
10/10/2024,134.2
10/10/2024,85819
10/10/2024,583.39
10/10/2024,3101.76
10/10/2024,24175.94
10/10/2024,1173.69
10/9/2024,1582.88
10/8/2024,47.74
10/8/2024,141129
10/8/2024,296.04
10/8/2024,346.29
10/8/2024,105
10/8/2024,49143
10/8/2024,54.78
10/8/2024,11419.4
10/8/2024,767.08
10/8/2024,672128
10/7/2024,27869.19
10/7/2024,115.43
10/7/2024,1301.49
10/7/2024,189.96
10/7/2024,24.06
10/7/2024,19.03
10/7/2024,193.79
10/7/2024,65.83
10/7/2024,1779.72
10/7/2024,10323.47
10/7/2024,21.33
10/7/2024,609.14
10/7/2024,72.67
10/7/2024,3162
10/7/2024,42.21
10/7/2024,106.68
10/7/2024,1561.22
10/7/2024,262.9
10/7/2024,21.65
10/7/2024,812
10/7/2024,618.43
10/7/2024,61133.94
10/7/2024,2342.44
10/7/2024,3156.46
10/7/2024,449.58
10/7/2024,143143
10/7/2024,28.43
10/7/2024,782.74
10/7/2024,42171
10/7/2024,100175
10/7/2024,196.85
10/7/2024,382.98
10/7/2024,246.17
10/7/2024,548.33
10/7/2024,2244.5
10/7/2024,37.4
10/7/2024,431.1
10/7/2024,677.1
10/7/2024,64174
10/7/2024,21.65
10/7/2024,277131
10/7/2024,77.75
10/7/2024,81.8
10/7/2024,581.96
10/7/2024,348.42
10/7/2024,925.9
10/7/2024,1159.76
10/7/2024,247.15
10/7/2024,585.68
10/7/2024,286.09
10/7/2024,288.6
10/7/2024,1239.49
10/7/2024,8002.09
10/7/2024,2229.63
10/7/2024,382.98
10/5/2024,8.86
10/4/2024,139.74
10/4/2024,3909.72
10/4/2024,3883.61
10/4/2024,179.89
10/4/2024,17157.07
10/4/2024,4222.17
10/4/2024,19186
10/4/2024,1832.89
10/4/2024,1019.93
10/4/2024,63.18
10/4/2024,38.5
10/4/2024,32.03
10/4/2024,5107
10/4/2024,753.72
10/4/2024,99.82
10/4/2024,6987.01
10/3/2024,288.82
10/3/2024,74.06
10/2/2024,2911.1
10/2/2024,1233.13
10/2/2024,3281.8
10/2/2024,538.88
10/2/2024,453.35
10/2/2024,254.91
10/2/2024,136.94
10/2/2024,289.91
10/2/2024,3321.93
10/2/2024,8.34
10/2/2024,54145.5
10/2/2024,8639.65
10/2/2024,37.18
10/2/2024,1.8
10/1/2024,26.64
10/1/2024,22.99
10/1/2024,25.33
10/1/2024,6601.7
10/1/2024,1374.64
10/1/2024,3097.84
10/1/2024,621.02
10/1/2024,10183
10/1/2024,59145
10/1/2024,3327.01
10/1/2024,8514.44
10/1/2024,12877.89
10/1/2024,31.11
10/1/2024,425.78
10/1/2024,349.29
10/1/2024,555.32
10/1/2024,2.78
10/1/2024,414.94
10/1/2024,91.14
10/1/2024,99.14
9/30/2024,4189.91
9/30/2024,226.24
9/30/2024,44.41
9/30/2024,54.86
9/30/2024,32.93
9/30/2024,114.89
9/30/2024,2.83
9/30/2024,18.4
9/30/2024,321.65
9/30/2024,4267.57
9/30/2024,359.21
9/30/2024,414.56
9/30/2024,26.78
9/30/2024,214.65
9/30/2024,106.18
9/30/2024,1245.79
9/30/2024,3148
9/30/2024,98.35
9/30/2024,1005.34
9/30/2024,708.45
9/30/2024,9649.55
9/30/2024,689.02
9/30/2024,306.63
9/30/2024,1851.97
9/30/2024,11.1
9/30/2024,169.21
9/30/2024,2491.58
9/30/2024,96.55
9/30/2024,127
9/30/2024,576.03
9/30/2024,115.6
9/30/2024,291.17
9/30/2024,1102.49
9/27/2024,797.81
9/27/2024,28108
9/27/2024,29279.13
9/27/2024,172.47
9/27/2024,33.51
9/27/2024,295.64
9/27/2024,365.17
9/27/2024,894.65
9/27/2024,102.56
9/27/2024,195.48
9/27/2024,4266.08
9/27/2024,643.08
9/27/2024,79.27
9/27/2024,73.28
9/27/2024,183.62
9/27/2024,231.01
9/27/2024,15116
9/27/2024,329.32
9/27/2024,231.01
9/27/2024,7068.16
9/27/2024,44.61
9/27/2024,3.59
9/26/2024,83944
9/26/2024,51.67
9/26/2024,2356.35
9/26/2024,127.63
9/26/2024,341.73
9/26/2024,593.22
9/26/2024,675.81
9/26/2024,887.78
9/26/2024,833.76
9/25/2024,212.55
9/25/2024,19.25
9/25/2024,19.25
9/25/2024,771.1
9/25/2024,686.33
9/25/2024,112.56
9/25/2024,185.97
9/25/2024,115.46
9/25/2024,331.02
9/25/2024,25.71
9/25/2024,1756.62
9/24/2024,1088.45
9/24/2024,1088.01
9/24/2024,144.09
9/24/2024,33.49
9/24/2024,303.37
9/24/2024,63.09
9/24/2024,395.18
9/24/2024,343.84
9/24/2024,87.6
9/24/2024,28.94
9/24/2024,149.69
9/23/2024,5466.17
9/23/2024,4358.79
9/23/2024,13.04
9/23/2024,159.6
9/23/2024,279.21
9/23/2024,943.12
9/23/2024,164.14
9/23/2024,5466.17
9/23/2024,117.86
9/23/2024,1885.26
9/23/2024,2964.37
9/23/2024,2512.69
9/23/2024,165146
9/23/2024,27101
9/23/2024,805.76
9/23/2024,1053.87
9/23/2024,33.08
9/23/2024,7115.31
9/23/2024,449.87
9/23/2024,1633.87
9/23/2024,2626.23
9/23/2024,4216.39
9/23/2024,2827.89
9/23/2024,395.76
9/23/2024,99.68
9/23/2024,173.34
9/23/2024,15818
9/23/2024,125.97
9/20/2024,2776.55
9/20/2024,455.95
9/20/2024,16182
9/20/2024,295.03
9/20/2024,511.49
9/20/2024,1711.32
9/20/2024,2998.27
9/20/2024,407.67
9/20/2024,195.28
9/20/2024,74.56
9/20/2024,11.11
9/20/2024,355107
9/20/2024,5746.87
9/20/2024,442103
9/20/2024,202.86
9/20/2024,5.64
9/20/2024,142.66
9/20/2024,2385.89
9/20/2024,308.25
9/20/2024,398.25
9/20/2024,598.61
9/20/2024,437.26
9/20/2024,2634.7
9/20/2024,1728.98
9/20/2024,1896.57
9/20/2024,569.84
9/20/2024,1571.85
9/20/2024,39177
9/20/2024,91.24
9/20/2024,1396.3
9/20/2024,333.44
9/20/2024,3905.29
9/20/2024,8698.11
9/20/2024,367.2
9/20/2024,14.74
9/20/2024,1587.56
9/20/2024,667.75
9/20/2024,5434.88
9/20/2024,8044.55
9/19/2024,27174
9/19/2024,825.52
9/19/2024,1146.04
9/19/2024,184.38
9/19/2024,948.35
9/19/2024,111.71
9/19/2024,2506.96
9/19/2024,1551.65
9/19/2024,65.93
9/19/2024,286.07
9/19/2024,278.08
9/19/2024,254.97
9/19/2024,18.34
9/19/2024,1743.7
9/19/2024,14.24
9/19/2024,547.61
9/19/2024,706.42
9/19/2024,284.76
9/19/2024,118154
9/19/2024,5024.65
9/19/2024,10138
9/19/2024,1884.98
9/19/2024,93.97
9/19/2024,323.64
9/19/2024,2984.36
9/19/2024,1714.68
9/18/2024,1046.73
9/18/2024,452.24
9/18/2024,2637.5
9/18/2024,164188
9/18/2024,413.19
9/18/2024,2741.29
9/18/2024,1359.31
9/18/2024,11123
9/18/2024,196.03
9/18/2024,492.56
9/18/2024,14.47
9/18/2024,4253.13
9/18/2024,467.92
9/18/2024,1.54
9/18/2024,5511.4
9/18/2024,959.87
9/17/2024,1172.7
9/16/2024,286.8
9/16/2024,5891.44
9/16/2024,239.84
9/16/2024,3723.72
9/16/2024,1204.92
9/16/2024,152.09
9/16/2024,744.41
9/16/2024,155.94
9/16/2024,127.02
9/16/2024,1062.97
9/16/2024,39159
9/16/2024,57.38
9/16/2024,502.51
9/16/2024,103.85
9/16/2024,103.18
9/16/2024,605.24
9/16/2024,631111
9/16/2024,101.73
9/16/2024,237.77
9/16/2024,296.27
9/16/2024,61.11
9/14/2024,296176
9/14/2024,531.37
9/14/2024,52.48
9/13/2024,236.14
9/13/2024,296.88
9/13/2024,4005.86
9/13/2024,22415.91
9/13/2024,2026.11
9/13/2024,5015.13
9/13/2024,35.74
9/13/2024,266.68
9/13/2024,549.08
9/13/2024,13.06
9/13/2024,47.73
9/13/2024,47.5
9/13/2024,52.48
9/13/2024,16.17
9/13/2024,309.77
9/13/2024,91.16
9/13/2024,51.23
9/13/2024,49.76
9/12/2024,1322.3
9/12/2024,65.4
9/12/2024,109.94
9/12/2024,2388.3
9/12/2024,196.43
9/12/2024,115151
9/12/2024,76.9
9/12/2024,307.95
9/12/2024,243.11
9/12/2024,526.03
9/12/2024,387
9/11/2024,63.73
9/11/2024,1844.2
9/11/2024,334.39
9/11/2024,1047.34
9/11/2024,1991.29
9/11/2024,163107
9/11/2024,3986.24
9/11/2024,3582.1
9/11/2024,4629.72
9/11/2024,90
9/11/2024,672.61
9/11/2024,51117
9/11/2024,3464.88
9/11/2024,302.33
9/11/2024,773.52
9/11/2024,5962.85
9/11/2024,6265.35
9/11/2024,385.19
9/11/2024,1184.81
9/11/2024,101.81
9/11/2024,2297.62
9/11/2024,2621.27
9/10/2024,1373.18
9/10/2024,6.9
9/10/2024,104.33
9/10/2024,163.79
9/10/2024,599.89
9/10/2024,2467.33
9/10/2024,186.22
9/10/2024,57.66
9/10/2024,1176.23
9/10/2024,65.51
9/10/2024,37.47
9/10/2024,45.66
9/10/2024,5.61
9/10/2024,45.66
9/10/2024,7.4
9/10/2024,6102
9/10/2024,2405.63
9/10/2024,118.41
9/10/2024,947.71
9/10/2024,96.76
9/10/2024,1698.38
9/10/2024,3997.38
9/10/2024,981.59
9/10/2024,8.41
9/10/2024,21134
9/10/2024,2625.96
9/10/2024,886.8
9/10/2024,52.16
9/10/2024,972.62
9/10/2024,1062.31
9/10/2024,261.5
9/10/2024,184.88
9/10/2024,194.97
9/10/2024,19177
9/10/2024,1792.89
9/10/2024,88.29
9/10/2024,2002.45
9/10/2024,2106.78
9/10/2024,786.51
9/10/2024,289.43
9/10/2024,342.66
9/10/2024,1069.09
9/10/2024,277.09
9/10/2024,89.07
9/10/2024,82.12
9/9/2024,5924.49
9/9/2024,5818
9/9/2024,341.97
9/9/2024,535.35
9/9/2024,406.86
9/9/2024,44.67
9/9/2024,91.79
9/9/2024,444.9
9/9/2024,13177
9/9/2024,45.89
9/9/2024,608161
9/9/2024,1072.04
9/9/2024,141.36
9/9/2024,6442.24
9/9/2024,3201.85
9/9/2024,5293.46
9/9/2024,5204.46
9/9/2024,883.34
9/9/2024,183145
9/9/2024,592.83
9/9/2024,1035.95
9/9/2024,1174.07
9/9/2024,2436.7
9/9/2024,10181
9/9/2024,1.11
9/9/2024,1.89
9/9/2024,147.93
9/9/2024,792.39
9/9/2024,567.26
9/9/2024,26.34
9/6/2024,819.63
9/6/2024,2964.79
9/6/2024,27.8
9/6/2024,63.22
9/6/2024,191.67
9/6/2024,2008.58
9/6/2024,398.47
9/6/2024,735.28
9/6/2024,276.74
9/6/2024,3274.48
9/6/2024,1293.02
9/6/2024,14193
9/6/2024,133.77
9/6/2024,134144
9/6/2024,4226.76
9/6/2024,848.04
9/6/2024,201.53
9/6/2024,922.47
9/6/2024,1175.22
9/6/2024,226.36
9/6/2024,63148
9/6/2024,109.28
9/6/2024,163.59
9/6/2024,96.67
9/6/2024,1915.94
9/5/2024,832.78
9/5/2024,77.94
9/5/2024,1813.66
9/5/2024,298.39
9/5/2024,27149
9/5/2024,1067.27
9/5/2024,35.39
9/5/2024,531.41
9/5/2024,449.92
9/5/2024,2108.05
9/5/2024,198.76
9/5/2024,314.9
9/5/2024,186.53
9/5/2024,71.17
9/4/2024,925.35
9/4/2024,226
9/4/2024,522.83
9/4/2024,586.92
9/4/2024,53.74
9/4/2024,1921.92
9/4/2024,269
9/4/2024,19.17
9/4/2024,14.79
9/4/2024,1589.17
9/4/2024,125.48
9/4/2024,2722.08
9/4/2024,3525.99
9/4/2024,170
9/4/2024,595.35
9/4/2024,96.98
9/4/2024,153.92
9/4/2024,5481.48
9/4/2024,1781.44
9/4/2024,499.78
9/4/2024,21951.11
9/4/2024,1048.3
9/4/2024,2522174
9/4/2024,34125.34
9/4/2024,147.07
9/4/2024,299101
9/3/2024,27.94
9/3/2024,76137
9/3/2024,28261.84
9/3/2024,2639.72
9/3/2024,996.01
9/3/2024,2358.03
9/3/2024,974.92
9/3/2024,2266.28
9/3/2024,3.77
9/3/2024,258.63
9/3/2024,59.15
9/3/2024,412
9/3/2024,12126
9/3/2024,362.98
9/3/2024,1657.03
9/3/2024,553.92
9/3/2024,156.86
9/3/2024,18484.71
9/3/2024,297165
9/3/2024,319.24
9/3/2024,159.9
9/3/2024,3236.48
9/3/2024,274192
9/3/2024,642.3
9/3/2024,88.5
9/3/2024,414.26
9/3/2024,9118
9/3/2024,13195
9/3/2024,34.58
9/3/2024,58.02
9/3/2024,701.9
9/3/2024,1702.41
9/3/2024,1054.2
9/3/2024,79.5
9/3/2024,1775.55
9/3/2024,1039.19
9/3/2024,4017.54
9/3/2024,36106
9/3/2024,40192.96
9/3/2024,132.69
9/3/2024,414.26
9/3/2024,2632.18
9/3/2024,122174
9/3/2024,931.91
9/3/2024,1722.31
9/3/2024,46.33
9/3/2024,88.5
9/3/2024,1587.82
9/3/2024,53.53
9/3/2024,147.08
9/3/2024,127.4
9/3/2024,346.4
9/2/2024,18212
9/2/2024,4062.42
9/2/2024,168.76
9/2/2024,238.1
9/2/2024,340183
9/2/2024,136.58
9/2/2024,17.76
9/2/2024,8.14
8/30/2024,62.21
8/30/2024,1621.92
8/30/2024,134.34
8/30/2024,1426.95
8/29/2024,3976.05
8/29/2024,251.99
8/29/2024,889.37
8/29/2024,63.61
8/29/2024,2419.77
8/29/2024,29.15
8/29/2024,519.35
8/29/2024,176.33
8/28/2024,632.07
8/28/2024,16365.23
8/28/2024,626.91
8/28/2024,838.08
8/28/2024,12.7
8/28/2024,14193
8/27/2024,1491.77
8/27/2024,362.71
8/27/2024,589.68
8/27/2024,103.95
8/27/2024,599.67
8/27/2024,107135
8/27/2024,583.42
8/27/2024,645.91
8/27/2024,7761.69
8/27/2024,5898.09
8/27/2024,5898.09
8/27/2024,1024
8/27/2024,109106
8/27/2024,535.42
8/27/2024,581.55
8/27/2024,1914.34
8/27/2024,565.73
8/27/2024,952.23
8/27/2024,102.47
8/27/2024,557
8/27/2024,655.9
8/27/2024,119.44
8/27/2024,36146
8/27/2024,256.78
8/27/2024,715.82
8/27/2024,56.67
8/27/2024,101.81
8/27/2024,4324.56
8/27/2024,2705.11
8/27/2024,1459.97
8/26/2024,1625.05
8/26/2024,75.09
8/26/2024,1606.32
8/26/2024,1274.89
8/26/2024,95.32
8/26/2024,2402.02
8/26/2024,272.86
8/26/2024,125.21
8/26/2024,1055.74
8/26/2024,29.07
8/26/2024,219.81
8/26/2024,806.97
8/26/2024,77.36
8/26/2024,1221.4
8/26/2024,1239.08
8/26/2024,13163
8/26/2024,297.06
8/26/2024,394.53
8/26/2024,8219
8/26/2024,104.6
8/26/2024,15.69
8/26/2024,1766.23
8/26/2024,1501.06
8/26/2024,3066.1
8/26/2024,1158.74
8/26/2024,86.97
8/26/2024,1625.44
8/26/2024,322.37
8/26/2024,588.16
8/26/2024,6.3
8/26/2024,221.14
8/26/2024,293.53
8/26/2024,2334.88
8/26/2024,2.49
8/26/2024,3.76
8/26/2024,7.74
8/26/2024,68.3
8/26/2024,505.71
8/26/2024,634.07
8/26/2024,156.93
8/26/2024,2156
8/26/2024,347.9
8/26/2024,1766.23
8/26/2024,198.26
8/26/2024,332.09
8/26/2024,12.32
8/26/2024,9.5
8/26/2024,203.57
8/26/2024,247.88
8/26/2024,392.32
8/26/2024,321.04
8/26/2024,46828.54
8/26/2024,187.82
8/26/2024,19.89
8/26/2024,263.58
8/26/2024,1161
8/26/2024,403.49
8/26/2024,1017.83
8/26/2024,43.76
8/26/2024,34.2
8/26/2024,202.24
8/26/2024,35155
8/26/2024,21.44
8/26/2024,88.63
8/26/2024,203.57
8/26/2024,294178
8/26/2024,5342.47
8/26/2024,11916.95
8/26/2024,123102
8/26/2024,3094.39
8/26/2024,1321.64
8/26/2024,234169
8/26/2024,1712.08
8/26/2024,391.22
8/26/2024,479.08
8/26/2024,4478.47
8/26/2024,786.14
8/26/2024,346.46
8/26/2024,104.6
8/26/2024,847.42
8/26/2024,999.27
8/26/2024,296.62
8/26/2024,196.71
8/26/2024,110117
8/26/2024,4275.34
8/26/2024,2399.48
8/26/2024,184.39
8/26/2024,895.16
8/26/2024,152.84
8/26/2024,1662.35
8/26/2024,18215
8/26/2024,763.71
8/26/2024,198.26
8/26/2024,3014.05
8/26/2024,36188
8/26/2024,29.4
8/26/2024,189.75
8/26/2024,337.73
8/26/2024,1.88
8/26/2024,415.2
8/26/2024,37.13
8/26/2024,2493.75
8/23/2024,59.68
8/23/2024,277.59
8/23/2024,7846.91
8/23/2024,4669.62
8/22/2024,333.68
8/22/2024,1296.87
8/20/2024,828.65
8/20/2024,152.82
8/20/2024,121144
8/20/2024,262.8
8/19/2024,42.06
8/19/2024,76.69
8/16/2024,273.44
8/16/2024,41.31
8/16/2024,4562.2
8/16/2024,52.4
8/16/2024,29.56
8/16/2024,26.61
8/16/2024,365.3
8/16/2024,455.58
8/16/2024,1716.73
8/16/2024,42.73
8/16/2024,121.69
8/16/2024,4562.86
8/16/2024,4562.86
8/16/2024,245656.6
8/16/2024,2553.29
8/15/2024,303.87
8/15/2024,5171.94
8/15/2024,641.74
8/15/2024,1082.07
8/15/2024,489.48
8/15/2024,6626.71
8/15/2024,188.17
8/15/2024,338.58
8/15/2024,188.01
8/15/2024,2597.01
8/15/2024,64.9
8/15/2024,62.78
8/15/2024,5352.16
8/15/2024,1007.09
8/15/2024,1831.07
8/15/2024,92.97
8/15/2024,168.28
8/15/2024,17.44
8/15/2024,2069.92
8/15/2024,1009.81
8/15/2024,1103
8/15/2024,167.85
8/14/2024,643.39
8/14/2024,1515.7
8/14/2024,33.09
8/14/2024,2408.97
8/14/2024,10114
8/14/2024,115.83
8/14/2024,73073.44
8/14/2024,115.83
8/14/2024,176.24
8/14/2024,229.46
8/14/2024,1575.01
8/14/2024,1235.87
8/14/2024,3028.11
8/14/2024,12612.41
8/14/2024,8211.58
8/14/2024,76.49
8/14/2024,181.78
8/14/2024,1305.5
8/14/2024,134.81
8/14/2024,16246.71
8/14/2024,83707.32
8/14/2024,1265.11
8/14/2024,76.6
8/14/2024,784.52
8/14/2024,82239.47
8/13/2024,1315.85
8/13/2024,542155
8/13/2024,2588.66
8/13/2024,303.08
8/13/2024,91.86
8/13/2024,392.46
8/13/2024,252.29
8/13/2024,441.44
8/13/2024,2084.47
8/13/2024,326.96
8/13/2024,29.7
8/13/2024,297.59
8/13/2024,99.49
8/13/2024,603177
8/13/2024,1045.06
8/13/2024,176.35
8/13/2024,333.77
8/13/2024,274.58
8/13/2024,375.61
8/12/2024,4158.8
8/12/2024,965.29
8/12/2024,393.92
8/12/2024,41.61
8/12/2024,22188
8/12/2024,116.34
8/12/2024,3219.8
8/12/2024,116.34
8/12/2024,7.05
8/9/2024,702.3
8/9/2024,31.68
8/9/2024,55.16
8/9/2024,41.73
8/9/2024,1423.81
8/9/2024,11.46
8/9/2024,47094.35
8/9/2024,134.46
8/9/2024,83.97
8/8/2024,71.9
8/8/2024,421123
8/8/2024,421123
8/8/2024,145.21
8/8/2024,512
8/8/2024,184.92
8/8/2024,50113
8/8/2024,2644.39
8/8/2024,96.92
8/8/2024,372179
8/8/2024,496133
8/8/2024,575.79
8/8/2024,685.5
8/8/2024,106.68
8/8/2024,19.52
8/8/2024,89.18
8/8/2024,1082.87
8/7/2024,1716.69
8/7/2024,2106.69
8/7/2024,919.05
8/7/2024,302.28
8/7/2024,48.84
8/7/2024,888.53
8/7/2024,97.16
8/7/2024,3047.04
8/7/2024,309.63
8/7/2024,43.07
8/7/2024,4078.06
8/7/2024,46171
8/7/2024,704.72
8/7/2024,742.25
8/7/2024,76.19
8/7/2024,782.09
8/7/2024,752.99
8/7/2024,534.02
8/7/2024,518.14
8/7/2024,275.71
8/7/2024,107.5
8/7/2024,1785.42
8/7/2024,121.47
8/7/2024,452.85
8/7/2024,671.2
8/7/2024,1421.08
8/7/2024,8.48
8/7/2024,126.95
8/7/2024,117.34
8/7/2024,46115
8/7/2024,561.15
8/7/2024,1063.63
8/7/2024,24.08
8/7/2024,495.13
8/7/2024,66.53
8/7/2024,138172
8/7/2024,26.4
8/7/2024,48.72
8/7/2024,122.48
8/7/2024,2678.63
8/7/2024,2703.39
8/7/2024,391.7
8/7/2024,1.81
8/7/2024,4.52
8/7/2024,2703.39
8/7/2024,271.59
8/6/2024,132.8
8/6/2024,14.53
8/6/2024,413.62
8/6/2024,255.48
8/6/2024,267.58
8/6/2024,23138
8/6/2024,2629.12
8/6/2024,188.14
8/6/2024,346.94
8/6/2024,283.82
8/6/2024,357.37
8/6/2024,47.09
8/6/2024,2738.07
8/6/2024,38.85
8/6/2024,3577.77
8/6/2024,29.63
8/6/2024,38.27
8/6/2024,1253.32
8/6/2024,601.53
8/6/2024,45.48
8/6/2024,255.48
8/6/2024,267.58
8/6/2024,23138
8/6/2024,2629.12
8/6/2024,255.48
8/6/2024,267.58
8/6/2024,23138
8/6/2024,2629.12
8/6/2024,587.76
8/6/2024,184.56
8/6/2024,886.91
8/6/2024,1426114
8/6/2024,8193
8/5/2024,274.41
8/5/2024,1611.93
8/5/2024,1115.19
8/5/2024,304183
8/5/2024,31.55
8/5/2024,275.61
8/5/2024,581.63
8/5/2024,764.15
8/5/2024,2729.48
8/5/2024,4292.19
8/5/2024,583.92
8/5/2024,24.09
8/5/2024,4296.49
8/5/2024,871.07
8/5/2024,1663.1
8/5/2024,598.61
8/5/2024,121.6
8/5/2024,53101
8/5/2024,100136
8/5/2024,137.15
8/5/2024,565.74
8/5/2024,24.49
8/5/2024,2199
8/5/2024,255.71
8/5/2024,2838.86
8/5/2024,338.42
8/5/2024,16132
8/5/2024,1082.96
8/5/2024,1538.74
8/5/2024,1036.84
8/5/2024,32164
8/5/2024,32164
8/5/2024,176.32
8/5/2024,345.25
8/5/2024,38.66
8/5/2024,1982.76
8/5/2024,355.63
8/5/2024,605.61
8/5/2024,779.52
8/5/2024,415.06
8/2/2024,213.55
8/2/2024,347.53
8/2/2024,123.1
8/2/2024,604.38
8/2/2024,198.31
8/2/2024,2365.84
8/2/2024,1439.77
8/2/2024,42402.48
8/2/2024,5344.23
8/2/2024,2445.36
8/2/2024,2285.14
8/2/2024,352.12
8/2/2024,111183
8/1/2024,205.17
8/1/2024,157
8/1/2024,17.89
8/1/2024,8185
8/1/2024,4236.44
7/31/2024,117.35
7/31/2024,397.6
7/31/2024,88.58
7/31/2024,174.33
7/31/2024,93.72
7/31/2024,99.66
7/31/2024,336.27
7/31/2024,167.66
7/31/2024,137.92
7/31/2024,833.7
7/31/2024,696.97
7/31/2024,1752.31
7/31/2024,369.96
7/31/2024,4378.39
7/31/2024,788.2
7/31/2024,1112
7/31/2024,34.48
7/31/2024,3237.7
7/31/2024,45.73
7/31/2024,151.15
7/31/2024,88.58
7/31/2024,88.58
7/31/2024,29115
7/31/2024,456.33
7/31/2024,463.34
7/31/2024,29.28
7/31/2024,119.38
7/31/2024,52
7/31/2024,88.18
7/31/2024,402.41
7/31/2024,667.8
7/31/2024,204.4
7/31/2024,79.42
7/31/2024,366.29
7/31/2024,628.06
7/31/2024,126.84
7/31/2024,278.73
7/31/2024,114.13
7/31/2024,78.01
7/31/2024,68.06
7/31/2024,751.91
7/31/2024,178.28
7/31/2024,92.7
7/31/2024,203.72
7/31/2024,51.16
7/31/2024,174.27
7/31/2024,126.84
7/31/2024,126.84
7/31/2024,86.15
7/31/2024,28.32
7/30/2024,269.04
7/30/2024,15808.43
7/30/2024,2606.79
7/30/2024,1727.51
7/30/2024,178.45
7/30/2024,21499.27
7/30/2024,1233.37
7/30/2024,49102
7/30/2024,382.66
7/30/2024,1316.16
7/30/2024,177.72
7/30/2024,78.72
7/29/2024,190113
7/29/2024,8458.01
7/29/2024,146.17
7/29/2024,1611.96
7/29/2024,181.35
7/29/2024,47.09
7/29/2024,258.81
7/29/2024,235.32
7/29/2024,2242.1
7/29/2024,965.67
7/29/2024,14.51
7/29/2024,18.74
7/29/2024,55.44
7/29/2024,983.8
7/29/2024,33.48
7/29/2024,55.27
7/29/2024,424152
7/29/2024,17.16
7/29/2024,28.46
7/29/2024,11155
7/29/2024,113.65
7/29/2024,82.66
7/29/2024,194.95
7/29/2024,3716
7/29/2024,194.95
7/29/2024,7683.73
7/29/2024,45.17
7/29/2024,344.17
7/29/2024,107.33
7/29/2024,806.91
7/29/2024,344.85
7/29/2024,128172
7/29/2024,14724.51
7/29/2024,207.66
7/29/2024,39928.93
7/26/2024,3281.74
7/26/2024,1803.88
7/26/2024,91.14
7/26/2024,1133.56
7/26/2024,192.2
7/26/2024,747.36
7/26/2024,2011.14
7/26/2024,5885.49
7/26/2024,4899.12
7/26/2024,685.78
7/26/2024,19
7/26/2024,2.26
7/26/2024,357.33
7/26/2024,44.67
7/26/2024,482.19
7/26/2024,623.06
7/26/2024,1037.4
7/26/2024,368.15
7/26/2024,374.24
7/26/2024,1024.38
7/26/2024,571.86
7/26/2024,34191
7/26/2024,48.73
7/26/2024,30
7/26/2024,68.07
7/26/2024,73.88
7/26/2024,62102
7/25/2024,1802.77
7/25/2024,231.67
7/25/2024,101.41
7/25/2024,130127
7/25/2024,36.62
7/25/2024,1207.93
7/25/2024,203.95
7/25/2024,3.38
7/25/2024,6.08
7/25/2024,408.35
7/25/2024,583.01
7/25/2024,1199
7/25/2024,482.72
7/25/2024,63.66
7/25/2024,134.2
7/25/2024,388.58
7/25/2024,5193.14
7/25/2024,493.26
7/25/2024,393.37
7/25/2024,459.73
7/25/2024,488.13
7/25/2024,451.96
7/25/2024,17664.84
7/25/2024,78.43
7/25/2024,1361.79
7/25/2024,188.85
7/25/2024,96.12
7/25/2024,4215.87
7/25/2024,91.27
7/25/2024,96
7/24/2024,937.9
7/24/2024,148.88
7/24/2024,1296.15
7/24/2024,141.34
7/24/2024,19.2
7/23/2024,11.45
7/23/2024,12492.19
7/23/2024,24257.9
7/22/2024,8756.07
7/22/2024,9026.82
7/22/2024,376.32
7/22/2024,2105
7/22/2024,3152141
7/22/2024,39051.06
7/22/2024,5078.47
7/22/2024,51.98
7/22/2024,125192
7/22/2024,348.38
7/22/2024,2189.27
7/22/2024,267.58
7/22/2024,5462.06
7/22/2024,954.4
7/22/2024,3109.46
7/22/2024,503.39
7/22/2024,845.94
7/22/2024,231.48
7/20/2024,96179
7/20/2024,243.25
7/20/2024,18.05
7/20/2024,10199.09
7/20/2024,1921.58
7/20/2024,1921.58
7/20/2024,213.26
7/20/2024,44.82
7/20/2024,1162.17
7/20/2024,1162.17
7/20/2024,38.21
7/20/2024,5764.74
7/20/2024,1197.38
7/20/2024,108.85
7/20/2024,755.08
7/20/2024,318.67
7/20/2024,161.5
7/20/2024,852.94
7/20/2024,615.35
7/19/2024,1354.8
7/19/2024,594.21
7/19/2024,214.59
7/19/2024,153.4
7/19/2024,147.2
7/19/2024,1131
7/19/2024,271.84
7/19/2024,169.59
7/19/2024,214.25
7/19/2024,175.79
7/19/2024,212.81
7/19/2024,263.8
7/19/2024,455.77
7/19/2024,422.08
7/19/2024,1992.68
7/19/2024,104.74
7/19/2024,28.32
7/19/2024,15443.23
7/19/2024,444.03
7/19/2024,25.22
7/19/2024,6369.53
7/19/2024,1182.22
7/19/2024,28.49
7/19/2024,28.49
7/19/2024,36.8
7/18/2024,819.63
7/18/2024,478.75
7/18/2024,1292.91
7/18/2024,197.34
7/18/2024,1536.17
7/18/2024,1624.07
7/18/2024,558.67
7/18/2024,1385.4
7/18/2024,145.95
7/18/2024,68.55
7/18/2024,317.82
7/18/2024,4105.7
7/18/2024,524.88
7/18/2024,73.41
7/18/2024,303.22
